Words,TF-Score
sâu_sắc,0.00041432233648428093
thiết_thực,6.922854229863934e-05
xin_phép,5.244586537775708e-06
lựa_chọn,0.0002999903499607705
đề_tài,0.001325831476749699
để,0.006477064374153
làm,0.002898158520774856
tiểu_luận,0.00034194704226297616
kết_thúc,0.00013950600190483384
học_phần,2.9369684611543965e-05
môn,8.81090538346319e-05
chủ_nghĩa,0.0015954032247913704
khoa_học,0.0012440159267603978
mục_đích,0.0007761988075908047
đề_xuất,6.608179037597392e-05
một_số,0.0009838844344867228
giải_pháp,0.0006209590460726438
cơ_bản,0.001377228424819901
cho,0.0061235792415069165
sự,0.007516541425940145
nêu,0.0003943929076407332
cảm_nhận,1.6782676920882266e-05
nhiệm_vụ,0.0013887665152030075
rõ,0.001273385611371942
phân_tích,0.0005433391653135633
được,0.008624198102718373
đối_tượng,0.0006293503845330849
phạm_vi,0.0007006767614468345
phương_pháp,0.0010279389614040388
sử_dụng,0.0007394867018263748
phương_pháp_luận,0.00012167440767639643
biện_chứng,0.00017307135574659837
duy_vật,0.00020873454420347316
với,0.008861253414225835
như,0.0027964135419420075
thống_nhất,0.0008611611095027713
lôgic,3.0418601919099107e-05
tổng_hợp,0.00023810422881501714
khái_quát_hóa,6.817962499108421e-05
hệ_thống_hóa,8.706013652707675e-05
giải_quyết,0.00118527655753731
cần,0.002284541895855098
gì,0.0003083816884212116
đó,0.004990748549347363
sự_nghiệp,0.0009639550056431751
đổi_mới,0.001324782559442144
hiện_nay,0.0027880222034815665
nhiều,0.0035904439437612497
thuật_ngữ,6.083720383819821e-05
nhau,0.0019950407189698793
chỉ,0.0017495940690019762
vô_sản,0.0005087248941642436
hiện_đại,0.0014401634632732095
đại_công_nghiệp,0.00014160383651994413
dù,0.00020978346151102832
diễn_đạt,1.7831594228437407e-05
bằng,0.0007279486114432683
nào,0.0005695620980024419
thì,0.001734909226696204
cũng,0.0029673870630734954
đều,0.0009282918171863003
nhà,0.000510822728779354
kinh_điển,5.03480307626468e-05
xác_định,0.0005957850306913204
hai,0.0015272235998002861
thuộc_tính,7.34242115288599e-05
sau,0.0011726895498466482
phương_thức,0.0006597689864521841
lao_động,0.003970152009096211
người,0.005396679547371204
trực_tiếp,0.0005181651499322399
hay,0.0007499758749019262
gián_tiếp,0.00010384281344795902
vận_hành,0.00013216358075194784
công_cụ,0.00021922371727902459
sản_xuất,0.0028278810611686617
tính,0.0017894529266890716
công_nghiệp,0.0019457416055147876
xã_hội_hóa,0.00014475058844260955
cao,0.0030334688534494696
vị_trí,0.0006335460537633055
quan_hệ,0.002282444061239988
tư_bản,0.0008989221325747563
không,0.0048250196147536515
sở_hữu,0.0002853055076549985
tư_liệu,0.00045103444224871086
chủ_yếu,0.0007300464460583785
họ,0.0011149990979311155
phải,0.003939733407177111
bán,0.00024334881535279285
sức_lao_động,0.0006188612114575335
nhà_tư_bản,6.083720383819821e-05
bị,0.0013971578536634485
bóc_lột,0.0005485837518513391
thặng_dư,0.00011747873844617586
này,0.002371602032382175
nói,0.00047515954032247915
lên,0.0035935906956839152
đặc_trưng,0.0004489366076336006
dưới,0.000756269378747257
nên,0.0011978635652279716
còn,0.002392580378533278
gọi_là,5.873936922308793e-05
đến,0.0036407919745238965
nay,0.0003304089518798696
vẫn,0.001037379217172035
giữ,0.000718508355675272
nguyên,4.090777499465052e-05
chúng_ta,0.001214646242148854
đặc_biệt,0.0011212926017764462
tập_đoàn,0.00013950600190483384
cùng,0.0016163815709424733
quá_trình,0.002172307743946698
nền,0.003309334105336472
đại_diện,0.00021083237881858345
tiến_trình,0.0002422998980452377
quá_độ,0.00237055311507462
chủ_nghĩa_tư_bản,0.0003608275537989687
chủ_nghĩa_xã_hội,0.0027754351957909045
hoặc,0.0006555733172219634
làm_thuê,8.706013652707675e-05
tư_sản,0.000599980699921541
xã_hội_chủ_nghĩa,0.002435585988143039
nhân_dân,0.0034068834149391
làm_chủ,0.00046571928455448286
hợp_tác,0.0004531322768638212
vì,0.0011538090383106556
lợi_ích,0.0010478683902475864
chung,0.0010845804960120163
toàn,0.0010478683902475864
chính_đáng,0.00011957657306128614
mình,0.0017149797978526565
chính,0.0013751305902047907
mà,0.002185943668944915
tư_cách,0.0001867072807448152
tiên_phong,0.00031677302688165273
đi,0.001539810607490948
đầu,0.0006618668210672943
cuộc,0.00203594849396453
cách_mạng,0.003563172093764816
xác_lập,0.000118527655753731
hình_thái,0.00025069123650567885
cộng_sản,0.001030036796019149
đấu_tranh,0.0018104312728401744
mọi,0.0016866590305486676
áp_bức,0.0005045292249340231
đóng,0.00024859340189056854
vai_trò,0.002276150557394657
nòng_cốt,0.00014999517498038526
tạo,0.001933154597824126
ra_đời,0.0007499758749019262
lãnh_đạo,0.00222160685740179
đảng,0.006912365056788383
tiến_hành,0.00038180589995007153
lật_đổ,6.713070768352906e-05
quyền,0.0018282628670686118
thống_trị,0.0002895011768852191
giành,0.000503480307626468
quyền_lực,0.0005097738114717988
tay,0.00018041377689948434
thiết_lập,0.00015523976151816094
nhà_nước,0.005757507101170172
dân_chủ,0.0026558586227296184
từng,0.0012188419113790744
bước,0.0011968146479204166
thể_hiện,0.0009104602229578629
bản_chất,0.0006922854229863935
ưu_việt,6.713070768352906e-05
gắn,0.0006713070768352906
liền,0.0003587297191838584
chính_sách,0.0023086669939288667
khai_thác,0.00019614753651281148
thuộc_địa,0.0003073327711136565
thực_dân,0.0006545243999144083
pháp,0.0010027649460227154
ra,0.0040792394090819455
đời,0.00012272332498395157
thế_kỷ,0.00021083237881858345
đối_kháng,0.00012167440767639643
chống,0.0013079998825212616
lại,0.0018995892439823614
phong_kiến,0.00035663188456874816
độc_lập,0.0010982164210102331
gắn_bó,0.00022341938650924517
mật_thiết,9.125580575729732e-05
nông_dân,0.0007688563864379188
tầng_lớp,0.0007268996941357131
qua,0.0015051963363416283
năm,0.0034551336110866366
đã,0.00611204115112381
biến_đổi,0.0007352910325961543
to_lớn,0.0006167633768424233
cơ_cấu,0.0012796791152172727
nghề_nghiệp,0.00015209300959549552
trình_độ,0.0009712974267960611
đời_sống,0.0012649942729115007
tâm_lý,0.0001867072807448152
ý_thức,0.0005160673153171297
thể,2.51740153813234e-05
nét,0.0001688756865163778
tăng,0.0011223415190840015
nhanh,0.0004311050134051632
số_lượng,0.00040697991533139496
chất_lượng,0.0006985789268317243
bảo_vệ,0.0014349188767354337
tài_nguyên,0.000133212498059503
môi_trường,0.0005517305037740045
đa_dạng,0.0003388002903403107
có_mặt,3.8809940379540236e-05
thành_phần,0.0003933439903331781
đội_ngũ,0.0005622196768495559
khu_vực,0.0008496230191196647
chủ_đạo,0.00012482115959906186
hiểu_biết,0.00014055491921238897
nắm,0.0002422998980452377
vững,0.0004678171191695931
công_nghệ,0.0009178026441107489
đào_tạo,0.0004982357210886922
theo,0.0028215875573233307
chuẩn,3.2516436534209386e-05
học_vấn,0.00012482115959906186
bên,0.0004908932999358063
cạnh,0.0001468484230577198
chú_trọng,0.00022551722112435543
chỉnh_đốn,5.873936922308793e-05
cầm_quyền,0.0001793648595919292
nhân_lực,0.00018356052882214976
kinh_tế_thị_trường,0.0010615043152458032
định_hướng,0.000970248509488506
đẩy_mạnh,0.0006461330614539673
vũng,6.29350384533085e-06
chủ_động,0.00041222450186917067
tích_cực,0.0010321346306342593
pháp_quyền,0.0009597593364129546
xhcn,0.0007803944768210254
đậm_đà,0.00011957657306128614
bản_sắc,0.0002842565903474434
dân_tộc,0.008013728229721281
cốt_lõi,9.754930960262817e-05
con_người,0.001540859524798503
sai_trái,8.81090538346319e-05
xuyên_tạc,6.29350384533085e-05
thế_lực,0.0004793552095526997
thù_địch,0.000355582967261193
chân_tay,2.7271849996433682e-05
điều_kiện,0.0016866590305486676
lúc,0.00029894143265321533
hạn_chế,0.000652426565299298
khi,0.0022100687670186833
đà,4.090777499465052e-05
mạnh,0.0005653664287722213
bao_gồm,0.00033250678649497987
ao,2.097834615110283e-06
động,3.2516436534209386e-05
mà_còn,0.0004027842461011744
cả,0.0013898154325105625
trí_óc,4.30056096097608e-05
thông_qua,0.0007720031383605842
máy_điện_toán,1.0489173075551416e-06
thành_tựu,0.0005748066845402176
tin,0.00039649074225584353
học,0.00022761505573946572
đảm_đương,2.0978346151102832e-05
cách,0.000503480307626468
trí_thức,0.00046047469801670715
xu_thế,0.00029055009419277423
tất_yếu,0.0005422902480060082
tự_động_hóa,1.888051153599255e-05
tin_học,1.7831594228437407e-05
lớn,0.0011590536248484314
luôn_luôn,0.00010279389614040387
vật_chất,0.0005443880826211185
của_cải,7.447312883641505e-05
lĩnh_vực,0.0009985692767924949
dịch_vụ,0.0005590729249268905
phục_vụ,0.0003052349364985462
kỹ_sư,7.342421152885991e-06
kỹ_thuật_viên,2.097834615110283e-06
cán_bộ,0.0005664153460797765
kỹ_thuật,0.0003912461557180678
chức_năng,0.0012765323632946072
lành_nghề,1.4684842305771982e-05
tái_sản_xuất,0.00015733759613327123
ngành,0.0007636117999001431
nông_nghiệp,0.0005727088499251073
lâm_nghiệp,1.0489173075551416e-05
ngư_nghiệp,1.3635924998216841e-05
giao_thông,9.33536403724076e-05
vận_tải,5.03480307626468e-05
công_xưởng,1.5733759613327124e-05
nhà_máy,4.720127883998137e-05
bộ_phận,0.00044683877301849033
tiêu_biểu,9.440255767996274e-05
quy_trình,3.146751922665425e-05
nằm,8.60112192195216e-05
rất,0.0011674449633088727
ngừng,0.00042900717879005293
hướng,0.0006345949710708607
thuần_nhất,1.1538090383106558e-05
nâng,0.0016331642478633554
truyền_thống,0.0008726991998858778
giảm,0.0007206061902903822
dần,0.00025383798842834425
mặc_dù,0.0001940497018977012
mức_sống,4.5103444224871086e-05
quản_lý,0.0008485741018121096
đại_biểu,0.0005097738114717988
hội_đồng,4.090777499465052e-05
xí_nghiệp,4.1956692302205664e-05
tham_dự,3.461427114931967e-05
nhiệm,1.1538090383106558e-05
nhưng,0.0013593968305914636
ý_chí,0.00013740816728972355
chi_phối,0.00016468001728615724
kẻ,5.349478268531222e-05
phụ_thuộc,0.0002244683038168003
giới,0.000251740153813234
chủ,0.0002013921230505872
luôn,0.0010342324652493696
không_thể,0.0005013824730113577
chuyển,0.00035453404995363784
chỉ_dẫn,1.7831594228437407e-05
đưa,0.0010940207517800126
xem_xét,0.0001006960615252936
tiếp_tục,0.0006734049114504009
con,0.001199961399843082
đường,0.0010195476229435975
thứ,0.00222160685740179
ba,0.0007814433941285805
đây,0.0012492605132981736
sản_phẩm,0.0005422902480060082
do,0.0015880608036384844
nguồn_gốc,0.0002422998980452377
giàu_có,3.146751922665425e-05
vừa,0.0009398299075694069
đồng_thời,0.001014303036405822
họp,0.00010174497883284874
thành,0.0006734049114504009
hội_nhập,0.0015461041113362787
quốc_tế,0.002140840224720044
tác_động,0.0010006671114076052
mạnh_mẽ,0.0004216647576371669
phương_diện,0.0001971964538203666
kỷ_luật,0.00014160383651994413
tác_phong,7.447312883641505e-05
thời_kỳ,0.0018502901305272699
tuy_nhiên,0.0005506815864664493
tồn_tại,0.0008454273498894441
vì_thế,0.0002045388749732526
nữa,0.0002548869057358994
mặt,0.0009324874864165208
lớn_mạnh,0.00012062549036884128
đất_nước,0.002718793661182927
cơ_hội,0.00032726219995720415
tinh_thần,0.001133879609467108
cải_thiện,0.0002601314922736751
doanh_nghiệp,0.001192618978690196
ngoài,0.0005821491056931036
vốn,0.00046257253263181746
đầu_tư,0.0005338989095455671
nước_ngoài,0.00036397430572163413
ngược_lại,0.00011223415190840015
số_liệu,7.866879806663562e-05
thống_kê,0.0001688756865163778
nếu,0.0003020881845758808
khoảng,0.0002758652518870022
triệu,0.0005181651499322399
chiếm,0.00036712105764429953
cuối,0.00016572893459371237
nghìn,0.0001940497018977012
dân_số,0.0002947457634229948
làm_việc,0.0002611804095812303
xuất_hiện,0.0004457898557109352
ngành_nghề,8.286446729685618e-05
đa_phần,1.1538090383106558e-05
lớp,7.132637691374963e-05
trẻ,0.00038285481725762666
sức_khỏe,0.00013531033267461326
khả_năng,0.0005150183980095745
tiếp_thu,0.0002842565903474434
năng_động,7.237529422130477e-05
cố_gắng,0.00017307135574659837
năng_lực,0.00047096387109225857
tới,0.0009240961479560797
hiệu_quả,0.000911509140265418
công_việc,0.00029684359803810507
hình_thành,0.0008317914248912273
đông_đảo,0.00013950600190483384
góp_phần,0.0008905307941143152
bảo_đảm,0.0006052252864593167
bên_cạnh,0.0002936968461154396
rèn_luyện,0.00031362627495898734
thích_ứng,0.00011013631729328987
thể_chế,0.00037865914802740614
quy_định,0.0005779534364628831
lộ_trình,3.461427114931967e-05
thời_gian,0.000474110623014924
sẽ,0.001280728032524828
đòi_hỏi,0.0003125773576514322
tiêu_cực,0.00042795826148249775
yêu_cầu,0.000510822728779354
bất_cập,7.971771537419076e-05
chưa,0.0012114994902261886
đáp_ứng,0.0005087248941642436
chuyên_môn,0.00017307135574659837
kỹ_năng,0.00019090294997503577
thiếu,0.00043739851725049404
nghiêm_trọng,0.00014055491921238897
chuyên_gia,3.461427114931967e-05
giỏi,4.30056096097608e-05
hệ_thống,0.0011317817748519978
vàng,3.356535384176453e-05
chuyển_đổi,0.000133212498059503
chuyển_dịch,0.00014475058844260955
tay_nghề,9.440255767996274e-05
thấp,0.00043739851725049404
ảnh_hưởng,0.0009912268556396089
tốt,0.0012094016556110782
năng_suất,0.00020558779228080774
nguồn_lực,0.00033670245572520045
thừa,1.5733759613327124e-05
hệ_quả,1.25870076906617e-05
dẫn,0.0004636214499393726
tỷ_lệ,0.00032411544803453876
thất_nghiệp,0.00018565836343726005
nguy_cơ,0.0001741202730541535
dự_báo,5.1396948070201935e-05
cộng_đồng,0.0007898347325890216
đồng_đều,4.8250196147536514e-05
bản_lĩnh,0.00015733759613327123
tổ_chức,0.0023223029189270833
phai_nhạt,1.4684842305771982e-05
đạo_đức,0.0006272525499179747
xa_rời,3.0418601919099107e-05
lý_tưởng,0.000118527655753731
ngoài_ra,0.00022132155189413488
hoài_nghi,1.0489173075551416e-05
tin_tưởng,0.00010174497883284874
chủ_trương,0.0007059213479846103
đường_lối,0.001008009532560491
pháp_luật,0.001385619763280342
mơ_hồ,4.195669230220566e-06
lập_trường,0.00013531033267461326
nhìn,0.000244397732660348
một_vài,3.5663188456874815e-05
biểu_hiện,0.00021922371727902459
vài,4.090777499465052e-05
vội_vàng,2.097834615110283e-06
ca_ngợi,6.29350384533085e-06
thực_trạng,0.00047306170570736883
tăng_cường,0.0007646607172076982
hoàn_thiện,0.0008129109133552347
nghiêm,3.77610230719851e-05
nhằm,0.0010363302998644798
hợp_pháp,8.286446729685618e-05
giáo_dục,0.0009807376825640573
nguồn,0.00046571928455448286
tư,0.0002527890711207891
phát,9.33536403724076e-05
trông_chờ,1.4684842305771982e-05
thế_hệ,0.00045523011147893144
tương_lai,0.00022132155189413488
sinh_viên,0.0007153616037526066
khoa,0.00013845708459727868
thông_tin,0.00022761505573946572
học_viện,0.0002748163345794471
ngân_hàng,0.0003209686961118733
giảng_dạy,3.5663188456874815e-05
hướng_dẫn,7.027745960619448e-05
tận_tình,5.244586537775708e-06
giảng_viên,1.992942884354769e-05
bộ_môn,2.51740153813234e-05
trang_bị,8.181554998930104e-05
ngồi,5.349478268531222e-05
ghế,2.51740153813234e-05
nhà_trường,8.81090538346319e-05
trau_dồi,0.00011013631729328987
kiến_thức,0.0003304089518798696
tạo_lập,4.405452691731595e-05
lối,0.00037761023071985095
sống,0.0010048627806378257
hoạt_động,0.0017537897382321967
đoàn_thể,0.00010489173075551416
thật,0.0001237722422915067
phong_trào,0.0009587104191053994
đoàn,8.81090538346319e-05
trường,0.00024544664996790314
phát_động,6.188612114575335e-05
giao_lưu,0.00014265275382749926
học_hỏi,0.00010279389614040387
bạn,0.00012062549036884128
phấn_đấu,0.00022866397304702088
trở_thành,0.0010048627806378257
đảng_viên,0.00036187647110652387
hàng_ngũ,3.5663188456874815e-05
nghị_lực,5.244586537775708e-06
sau_này,9.754930960262817e-05
rời,0.00011433198652351044
khỏi,0.0004531322768638212
mái,2.0978346151102832e-05
trường_học,3.356535384176453e-05
thân_yêu,1.6782676920882266e-05
ngôi,1.25870076906617e-05
trường_đời,1.0489173075551416e-06
công_dân,0.0005936871960762101
có_ích,4.929911345509165e-05
gần,0.0004090777499465052
tại,0.0006734049114504009
mỹ,0.0005349478268531222
xảy,0.00015733759613327123
bạo_động,1.6782676920882266e-05
sắc_tộc,7.34242115288599e-05
chấm_dứt,9.650039229507303e-05
vào_cuộc,1.0489173075551416e-05
mâu,9.440255767996274e-06
hòa_bình,0.0003429959595705313
sinh,0.00021607696535635916
tự_hào,9.125580575729732e-05
xử_lí,1.4684842305771982e-05
xung_đột,0.00022761505573946572
một_cách,0.0005622196768495559
nhanh_chóng,0.00018251161151459463
mang,0.0009681506748733956
phẩm_chất,0.00016153326536349181
tốt_đẹp,0.00032306653072698363
hành_động,0.00028110983842477794
nhất_định,0.0003933439903331781
bác_bỏ,1.7831594228437407e-05
lên_án,3.985885768709538e-05
nhận_định,6.608179037597392e-05
ý_kiến,0.00011747873844617586
anh_em,9.020688844974217e-05
sinh_sống,9.020688844974217e-05
mảnh,2.622293268887854e-05
đất,0.00012796791152172728
hình,2.8320767303988823e-05
chữ,3.5663188456874815e-05
s,1.5733759613327124e-05
cảm_thấy,5.244586537775708e-05
ghép,9.440255767996274e-06
giữ_gìn,0.0002422998980452377
tầm,0.00034928946341586213
vững_mạnh,0.00023810422881501714
công_cuộc,0.0006650135729899597
thời_kì,0.0009566125844902891
mỗi,0.0014842179901905254
cá_nhân,0.0008045195748947936
trách_nhiệm,0.0009219983133409694
vững_vàng,9.440255767996274e-05
hòng,1.6782676920882266e-05
chống_phá,0.00020768562689591803
phủ_nhận,6.188612114575335e-05
công_tác,0.0009691995921809508
tuyên_truyền,0.00035663188456874816
phát_huy,0.0011527601210031006
dân,0.0018607793036028212
phần,0.001141222030619994
trình_bày,6.188612114575335e-05
cuối_cùng,0.000125870076906617
xin,0.00011538090383106557
chân_thành,5.1396948070201935e-05
cảm_ơn,5.873936922308793e-05
thầy,4.090777499465052e-05
truyền_đạt,8.391338460441133e-06
cần_thiết,0.00032306653072698363
có_thể,0.0014989028324962972
hoàn_thành,0.0003031371018834359
bài,0.00032411544803453876
tiếng,0.0001311146634443927
việt,0.0003377513730327556
giáo_trình,0.00025908257496611996
trực_tuyến,8.915797114218704e-05
bách_khoa,5.244586537775708e-06
toàn_thư,4.195669230220566e-06
mở,0.00024125098073768256
wikipedia,4.1956692302205664e-05
an,3.2516436534209386e-05
tạp_chí,0.0001311146634443927
quốc_phòng,0.0003073327711136565
thực_chất,0.00014999517498038526
nam,0.0005842469403082139
bỏ_qua,0.00020558779228080774
thực_tế,0.0004866976307055857
iii,0.0002569847403510097
giữa,0.0024104119727617153
nọ,5.244586537775708e-06
sang,0.0004961378864735819
kia,4.1956692302205664e-05
cải_biến,4.405452691731595e-05
toàn_diện,0.0004678171191695931
tất_cả,0.0007090680999072757
khẳng_định,0.0006765516633730663
công_bằng,0.000541241330698453
văn_minh,0.0004961378864735819
ngọn,8.496230191196647e-05
cờ,9.545147498751788e-05
hành,2.3076180766213115e-05
hề,4.090777499465052e-05
đơn_giản,5.03480307626468e-05
trơn_tru,3.146751922665425e-06
đầy,8.076663268174591e-05
khó_khăn,0.0006807473326032869
trở_ngại,3.671210576442995e-05
hoàn_cảnh,0.00022551722112435543
trải,0.0002842565903474434
chiến_tranh,0.0006136166249197579
tàn_khốc,1.1538090383106558e-05
mục_tiêu,0.0010426238037098106
cân_nhắc,1.0489173075551416e-05
kỹ_lưỡng,6.29350384533085e-06
quyết_định,0.0007720031383605842
phù_hợp,0.000903117801804977
bấy_giờ,5.7690451915532785e-05
vận_dụng,0.00039229507302562295
căn_cứ,0.0001562886788257161
tìm_hiểu,0.00023390855958479656
sâu,0.00017726702497681892
mong,7.55220461439702e-05
rằng,0.0006094209556895372
giúp,0.0007017256787543898
hiểu,0.000592638278768655
giàu_mạnh,5.03480307626468e-05
viết,0.00017831594228437408
tập_trung,0.0005548772556966698
thời,0.00013006574613683755
dựa,0.0005800512710779933
khách_quan,0.0005968339479988755
triệt_để,0.00018565836343726005
chính_quyền,0.0005097738114717988
bắt_tay,1.888051153599255e-05
thành_công,0.0004825019614753651
kiến_trúc,3.5663188456874815e-05
thượng_tầng,3.461427114931967e-05
riêng,0.00030418601919099105
xã,0.00021817479997146945
đặc_thù,0.00013845708459727868
giai_đoạn,0.0010321346306342593
tư_hữu,8.81090538346319e-05
công_hữu,5.244586537775708e-05
hình_thức,0.0006849430018335074
tập_thể,0.0001468484230577198
tình_trạng,0.00047830629224514454
muốn,0.00039649074225584353
như_vậy,0.0002884522595776639
tiền_đề,0.00026327824419634054
vất,3.146751922665425e-06
chất,0.0001006960615252936
sắp_xếp,4.8250196147536514e-05
đối_với,0.001978258042048997
tiến,0.0004499855249411557
kéo_dài,9.230472306485246e-05
trọng_tâm,9.125580575729732e-05
nó,0.0009660528402582854
tự_phát,7.657096345152534e-05
nảy_sinh,0.0001059406480630693
lòng,0.00036712105764429953
chúng,0.00027796308650211254
kết_quả,0.00048774654801314084
cải_tạo,0.00019509861920525635
bốn,0.00019300078459014606
mới_mẻ,3.146751922665425e-05
phức_tạp,0.00040173532879361925
làm_quen,8.391338460441133e-06
diễn,0.00045523011147893144
dài,7.866879806663562e-05
ngắn,9.545147498751788e-05
tương_đối,6.817962499108421e-05
trung_bình,8.706013652707675e-05
tiền,0.00014999517498038526
lạc_hậu,0.0002999903499607705
thường,0.00020558779228080774
đan_xen,9.33536403724076e-05
hỗn_hợp,1.6782676920882266e-05
tương_ứng,7.447312883641505e-05
phân_phối,0.00024544664996790314
kết_cấu,9.964714421773845e-05
nhỏ,0.00035033838072341726
hớp,1.0489173075551416e-06
tác,1.5733759613327124e-05
yếu_tố,0.000503480307626468
tiểu_tư_sản,5.7690451915532785e-05
thường_xuyên,0.0002118812961261386
giai_tầng,7.761988075908047e-05
khác_biệt,0.00013950600190483384
nông_thôn,0.0004971868037811371
thành_thị,0.0001132830692159553
bất_công,0.00011747873844617586
tàn_dư,5.349478268531222e-05
đánh_bại,7.447312883641505e-05
quần_chúng,0.00044683877301849033
độc_quyền,0.0007824923114361356
quy_luật,0.00035977863649141355
thắng_lợi,0.0009052156364200872
riêng_lẻ,6.29350384533085e-06
chứ,8.496230191196647e-05
v,0.00029055009419277423
công_nông,0.00013006574613683755
liên_minh,0.0008726991998858778
tiên_quyết,5.244586537775708e-05
giúp_đỡ,0.0002496423191981237
loạt,2.7271849996433682e-05
thích_hợp,5.978828653064307e-05
áp_dụng,0.0002045388749732526
mùa,4.090777499465052e-05
thay,6.188612114575335e-05
thời_chiến,1.6782676920882266e-05
nội_chiến,1.888051153599255e-05
can_thiệp,0.00019824537112792177
vũ_trang,8.60112192195216e-05
đế_quốc,0.00043215393071271833
xuất_phát,0.0002318107249696863
nửa,0.00012691899421417212
yếu_kém,0.00010698956537062444
cơ_sở_hạ_tầng,4.929911345509165e-05
chịu,0.00033670245572520045
hậu_quả,0.00014475058844260955
nặng_nề,0.00019824537112792177
lâm,1.5733759613327124e-05
khủng_hoảng,0.00015209300959549552
bất_ổn,3.985885768709538e-05
cạch,2.097834615110283e-06
yêu,0.0005779534364628831
trợ_giúp,1.3635924998216841e-05
cấp_thiết,0.00041432233648428093
nắm_bắt,8.81090538346319e-05
thời_cơ,0.00013426141536705813
mở_đường,2.8320767303988823e-05
giàu,0.0003534851326460827
tiềm_năng,0.00015314192690305068
nổi_bật,0.00011642982113862071
cạnh_tranh,0.0011905211440750858
gay_gắt,0.00010279389614040387
gặp,0.00018460944612970492
thử_thách,7.971771537419076e-05
bước_tiến,7.866879806663562e-05
tiến_hóa,2.2027263458657974e-05
loài_người,0.0001437016711350544
bắt_đầu,0.0001741202730541535
miền,0.0008443784325818889
bắc,0.00038180589995007153
dân_chủ_nhân_dân,0.00011747873844617586
hoàn_toàn,0.00035663188456874816
trước_hết,0.00030628385380610136
tự_do,0.000985982269101833
thoát,0.000118527655753731
nạn,5.244586537775708e-05
bần_cùng,8.391338460441133e-06
công_ăn_việc_làm,1.3635924998216841e-05
ấm,8.286446729685618e-05
no,5.978828653064307e-05
hạnh_phúc,0.000466768201862038
vì_vậy,0.0006220079633801989
hợp,4.1956692302205664e-05
vũ_bão,9.440255767996274e-06
đạt,0.0007803944768210254
lần,0.0009230472306485246
thế_kỉ,9.545147498751788e-05
chế_tạo,3.0418601919099107e-05
máy,1.992942884354769e-05
liên_lạc,2.8320767303988823e-05
vật_liệu,1.25870076906617e-05
năng_lượng,3.146751922665425e-05
